name,organisation,country,url,url_api,description,location,has_issue,issue_type,code_en
Lesotho Meteorological Services,Lesotho,Lesotho,http://lesmet.org.ls/,,,"-29.4667, 27.9333",,,Lesotho - Lesotho Meteorological Services
Lethbridge Open Data,City of Lethbridge,Canada,http://opendata.lethbridge.ca/,,,"49.69349, -112.84184",,,Canada - Lethbridge Open Data
Lewis& Clark County-City of Helena GIS,Lewis& Clark County-City of Helena GIS,United States,http://gisdata.helenamtmaps.opendata.arcgis.com,,Arcgis OpenData Portal,"46.8925804224, -112.222105713",,,United States - Lewis& Clark County-City of Helena GIS
"Lexington, Ky Open Data",United States,United States,http://data.lexingtonky.gov/,,,"38.0297, -84.4947",,,"United States - Lexington, Ky Open Data"
Lichfield District Open Data,United Kingdom,United Kingdom,http://www2.lichfielddc.gov.uk/data/,,,"52.68361, -1.82667",,,United Kingdom - Lichfield District Open Data
Lima Open Data,Chile,Chile,http://lima.datosabiertos.pe/home/,,,"-12.04333, -77.02833",,,Chile - Lima Open Data
Lima Open Data,Peru,Peru,http://lima.datosabiertos.pe,,,"-12.0433, -77.0283",,,Peru - Lima Open Data
Lincoln County MNGIS Data,Lincoln County MNGIS Data,United States,http://lincolncountymngisdata.lcmn.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Lincoln County MNGIS Data
Lincolnshire County Council Open Data,Lincolnshire County Council,United Kingdom,https://lincolnshire.ckan.io/,,"Lincolnshire Open Data has been created to support and facilitate Lincolnshire County Council's commitment to freeing up Lincolnshire's data.

You are able to search for, preview and download a wide range of data across a number of different themes.","53.231282, -0.5479349",,,United Kingdom - Lincolnshire County Council Open Data
Linked Clean Energy Data - Data.reegle.info,Reeep - Renewable Energy And Energy Efficiency Partnership - Www.reeep.org,Austria,http://data.reeep.org/,,"Clean Energy Datasets - free for re-use

Include clean energy datasets including actors, project outcome documents, country policy reports and more than 3000 clean energy terms from our thesaurus into your website or application by using reegle's Linked Open Data facilities. Datasets are published  using the Open Government Data License for public sector information and are therefore free for re-use.","48.2208286, 16.2399771",,,Austria - Linked Clean Energy Data - Data.reegle.info
Linked Open Camera,Camera dei deputati italiana,Italy,http://www.linkedopendata.it/datasets/loc,,Data about public administration expenses 2010,"42.8333333, 12.8333333",,,Italy - Linked Open Camera
Linköping Öppna Data,Linköpings kommun,Sweden,http://linkoping.se/open/,,"Air quality, demographics, housing, health, transportation","58.4037885, 15.6107735",,,Sweden - Linköping Öppna Data
Linz Open Data,City Of Linz,Austria,http://data.linz.gv.at/,,Official data catalogue of the City of Linz in Austria and the Open Commons region Linz providing several data sets for re-use under cc-by license. The site runs OpenCms with CKAN as a back end; the catalogue is also exposed directly at http://ckan.data.linz.gv.at.,"48.3063888888, 14.286111111",,,Austria - Linz Open Data
Lithuanian Geological Survey,Lithuania,Lithuania,http://lgt.lt,,,"55.0, 24.0",,,Lithuania - Lithuanian Geological Survey
Lithuanian Hydrometeorological Service,Lithuania,Lithuania,http://meteo.lt/,,,"55.0, 24.0",,,Lithuania - Lithuanian Hydrometeorological Service
Liverpool,Liverpool,United Kingdom,http://liverpool.gov.uk/council/key-statistics-and-data/data/,,,"53.4200287, -3.0509307",,,United Kingdom - Liverpool
Liz_OD,Liz_OD,United States,http://lizod.ess.opendata.arcgis.com,,Arcgis OpenData Portal,"36.325823514, -91.5304999999",TRUE,,United States - Liz_OD
LLe,Welsh Government,United Kingdom,http://lle.gov.wales/home,,"Environment, location","51.487974, -3.182272",,,United Kingdom - LLe
Lleida Open Data,City of Lleida,Spain,http://cartolleida.paeria.es/lleidaoberta/inici.aspx,,Lleida Open Data Catalog,"41.6166667, 0.6166667",,,Spain - Lleida Open Data
Local Government Association of South Australia Data,Local Government Association of South Australia,Australia,http://data.sa.gov.au/data/organization/local-government-association-of-sa,,Local Government Association of South Australia open data,"-30.058333, 135.763333",,,Australia - Local Government Association of South Australia Data
LocalData,AusGOAL,Australia,http://www.localdata.net.au,,local government,"-26.3015198555, 133.671",,,Australia - LocalData
location.data.gov.uk/registry/,Defra,United Kingdom,https://location.data.gov.uk/registry/,,"Environment, Location, Codes","51.495632, -0.126446",,,United Kingdom - location.data.gov.uk/registry/
Logan City Council,Logan City Council,Australia,http://data.logancity.opendata.arcgis.com,,Arcgis OpenData Portal,"-27.7100709013, 153.118635132",FALSE,,Australia - Logan City Council
Logan City Council Data,Logan City Council,Australia,http://data.logancity.opendata.arcgis.com/,,Logan City Council open data,"-27.642996, 153.103997",TRUE,,Australia - Logan City Council Data
Logan City Council Data,Logan City Council,Australia,http://data.gov.au/organization/logan-city-council,,Logan City Council open data,"-27.642996, 153.103997",,,Australia - Logan City Council Data
Loire-Atlantique,Loire-Atlantique,France,http://vuduciel.loire-atlantique.fr/#16/47.3734/-2.2223,,,"47.3475649, -2.3024142",,,France - Loire-Atlantique
Loiusiana Geological Survey,United States,United States,http://www.lgs.lsu.edu/,,,"30.4145, -91.1783",,,United States - Loiusiana Geological Survey
London Borough Of Red Bridge Open Data,London Borough Of Redbridge,United Kingdom,http://data.redbridge.gov.uk/,,Official open data site from the London Borough of Redbridge.,"51.5666667, 0.0833333",,,United Kingdom - London Borough Of Red Bridge Open Data
London Underground,London Underground,United Kingdom,http://data.tube.opendata.arcgis.com,,Arcgis OpenData Portal,"51.4830375715, -0.115264419482",,,United Kingdom - London Underground
"London, England Open Data",United Kingdom,United Kingdom,http://data.london.gov.uk,http://data.london.gov.uk/api/3/action/package_search?rows=10000,,"51.5072, -0.1275",,,"United Kingdom - London, England Open Data"
"London, On Open Data",Canada,Canada,http://london.ca/city-hall/open-data/pages/open-data-data-catalogue.aspx,,,"42.9837, -81.2497",,,"Canada - London, On Open Data"
londonboroughoflambeth,londonboroughoflambeth,United Kingdom,http://data.lambethcouncil.opendata.arcgis.com,,Arcgis OpenData Portal,"51.4671196655, -0.126250747608",,,United Kingdom - londonboroughoflambeth
Longjumeau,Longjumeau,France,http://www.data.gouv.fr/fr/organizations/longjumeau,,,"48.6922895, 2.2881695",,,France - Longjumeau
Lorca,Spain,Spain,http://datos.lorca.es/,,,"37.6798, -1.6944",,,Spain - Lorca
"Los Angeles County, Ca - Gis Data Portal",United States,United States,http://egis3.lacounty.gov/dataportal/,,,"34.05, -118.25",,,"United States - Los Angeles County, Ca - Gis Data Portal"
Los Angeles GeoHub,Los Angeles,United States,http://geohub.lacity.org/,,"The GeoHub is the City's new public platform for exploring, visualizing, and downloading location-based Open Data. You can also analyze and combine Open Data layers using maps, as well as develop new web and mobile applications. Let's make our great City even better, together!","34.0207504, -118.6919198",FALSE,,United States - Los Angeles GeoHub
Los Angeles Open Data,Los Angeles,United States,https://data.lacity.org/,,"Information, Insights, and Analysis from the City of Los Angeles","34.0207504, -118.6919198",FALSE,,United States - Los Angeles Open Data
"Los Angeles, Ca Open Data",United States,United States,http://controllerdata.lacity.org/browse?sortby=most_accessed&sortperiod=week,,,"34.05, -118.25",,,"United States - Los Angeles, Ca Open Data"
Loudoun GIS Open Data,Loudoun GIS Open Data,United States,http://data.loudoungis.opendata.arcgis.com,,Arcgis OpenData Portal,"39.0685277359, -77.6147276611",,,United States - Loudoun GIS Open Data
Louis Galipeau & Andrew Simons,Bermuda,Bermuda,http://bermuda.io/,,,"32.3, -64.7833",,,Bermuda - Louis Galipeau & Andrew Simons
Louisiana Gis Portal,United States,United States,http://www.louisianasiteselection.com/gis-data-download.aspx,,,"30.44861, -91.12583",,,United States - Louisiana Gis Portal
"Louisiana, Dept Of Admininistration",United States,United States,http://wwwprd.doa.louisiana.gov/latrac/portal.cfm,,,"30.44861, -91.12583",,,"United States - Louisiana, Dept Of Admininistration"
Louisville Metro Departmentof Information Technology,Louisville Metro Departmentof Information Technology,United States,http://mts.metrotech.opendata.arcgis.com,,Arcgis OpenData Portal,"38.190315673, -85.6826866455",,,United States - Louisville Metro Departmentof Information Technology
Louisville Metro Departmentof Public Works Open GIS Data,Louisville Metro Departmentof Public Works Open GIS Data,United States,http://gisdata.lmpw.gov,,Arcgis OpenData Portal,"38.1902478182, -85.68",,,United States - Louisville Metro Departmentof Public Works Open GIS Data
"Louisville, Ky Open Data",United States,United States,http://portal.louisvilleky.gov,,,"38.25, -85.7667",,,"United States - Louisville, Ky Open Data"
Lounais-suomi (southwest) Finland,Finland,Finland,http://www.lounaistieto.fi/tietopalvelut/lounaispaikan-paikkatietoverkosto/,,,"60.5, 22.75",,,Finland - Lounais-suomi (southwest) Finland
Louviers,Louviers,France,http://www.data.gouv.fr/fr/organizations/mairie-de-louviers,,,"49.2213518, 1.1204591",,,France - Louviers
"Lucas County, Oh - Gis Maps",United States,United States,http://co.lucas.oh.us/index.aspx?nid=1316,,,"41.68, -83.5",,,"United States - Lucas County, Oh - Gis Maps"
Lucca Open Data,Italy,Italy,http://opendata.provincia.lucca.it/,,,"43.85, 10.5",,,Italy - Lucca Open Data
Luleå kommuns Öppna Data,Luleå kommun,Sweden,https://www.lulea.se/kommun--politik/sjalvservice/oppna-data/lulea-kommuns-oppna-data.html,,"Demographics, air quality, public transport","65.586662, 22.1823806",,,Sweden - Luleå kommuns Öppna Data
Luna County,Luna County,United States,http://parcels.lunacountynm.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Luna County
"Lynchburg, Va Gis Data",United States,United States,http://data.cityoflynchburg.opendata.arcgis.com/,,,"37.4037, -79.1702",,,"United States - Lynchburg, Va Gis Data"
Madison County Councilof Governments,Madison County Councilof Governments,United States,http://data.mccog.opendata.arcgis.com,,Arcgis OpenData Portal,"40.1636313123, -85.7261030273",,,United States - Madison County Councilof Governments
"Madison County, Ny - Central New York Vitals",United States,United States,http://cnyvitals.org/madison,,,"42.91, -75.67",,,"United States - Madison County, Ny - Central New York Vitals"
"Madison County,Virginia","Madison County,Virginia",United States,http://gis.madisonva.opendata.arcgis.com,,Arcgis OpenData Portal,"38.4173023129, -78.266",,,"United States - Madison County,Virginia"
"Madison, Wi Open Data",United States,United States,http://data.cityofmadison.com/,,,"43.0667, -89.4",,,"United States - Madison, Wi Open Data"
Madrid Open Data,Ayuntamiento de Madrid,Spain,http://datos.madrid.es/portal/site/egob/,,,"40.4330124993, -3.688",,,Spain - Madrid Open Data
Magdeburg Open Data,Germany,Germany,https://www.magdeburg.de/Start/B%C3%BCrger-Stadt/Verwaltung-Service/Offene-Verwaltungsdaten/index.php?La=1&NavID=37.906&object=tx%7c37.12808.1&kat=&kuo=2&sub=0,,Magdeburg Open Data,"52.1205, 11.6276",,,Germany - Magdeburg Open Data
Mahaska County,Mahaska County,United States,http://mahps.mahaska.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Mahaska County
Maiden Planning,Maiden Planning,United States,http://data.tomplanning.opendata.arcgis.com,,Arcgis OpenData Portal,"38.1454963093, -95.2214201167",,,United States - Maiden Planning
Main Administration Of Hydrometeorology And Monitoring Of The Environment,Tajikistan,Tajikistan,http://meteo.tj/,,,"38.55, 68.8",,,Tajikistan - Main Administration Of Hydrometeorology And Monitoring Of The Environment
Maine,State Of Maine,United States,http://www.maine.gov/cgi-bin/data/index.pl,,Maine.gov DataShare: State of Maine Open Data Catalog (USA),"45.0530236, -89.6820685",,,United States - Maine
Maine Geological Survey,United States,United States,http://maine.gov/dacf/mgs,,,"44.31056, -69.78",,,United States - Maine Geological Survey
Maine Open Data,United States,United States,http://opencheckbook.maine.gov/transparency,,,"44.31056, -69.78",,,United States - Maine Open Data
Maine Open Data,United States,United States,http://www.maine.gov/data/,,,"44.31056, -69.78",,,United States - Maine Open Data
Mairiede Vannes Open Data,Mairiede Vannes Open Data,France,http://geo.mairie-vannes.opendata.arcgis.com,,Arcgis OpenData Portal,"46.4292270963, 2.20841829448",,,France - Mairiede Vannes Open Data
Malawi Meteorological Services,Malawi,Malawi,http://metmalawi.com/,,,"-13.95, 33.7",,,Malawi - Malawi Meteorological Services
Malawi Spatial Data Platform,MASDAP,Malawi,http://www.masdap.mw/,,"A public platform for GIS Data 
to support development in Malawi","-13.973456, 33.7878122",,,Malawi - Malawi Spatial Data Platform
Malaysian Civil Society Contributed Open Data Portal,Sinar Project,Malaysia,https://data.sinarproject.org,,"crime, government budget, electoral boundaries,  construction projects,  government procurement, beneficial ownership, health, social welfare, environment, legislative","3.0782294, 101.5846333",,,Malaysia - Malaysian Civil Society Contributed Open Data Portal
Malaysian Meteorological Department,Malaysia,Malaysia,http://www.met.gov.my/,,,"3.1333, 101.7",,,Malaysia - Malaysian Meteorological Department
Malaysian Public Sector Open Data Portal,Malaysian Modernisation and Management Planning Unit,Malaysia,http://www.data.gov.my,,"demographics, international trade, agriculture, education, transport, environment, census, health, maps, legislation, government expenditure, elections, land ownership, company registration, crime, budget, public procurement,","3.0909457, 101.5166298",,,Malaysia - Malaysian Public Sector Open Data Portal
Malta Environment And Planning Authority,Malta,Malta,http://mepa.org.mt,,,"35.8833, 14.5",,,Malta - Malta Environment And Planning Authority
Management& Developmentfor Health,Management& Developmentfor Health,"Tanzania, United Republic of",http://mdh.esri-ea.opendata.arcgis.com,,Arcgis OpenData Portal,"-2.40612263231, 33.6071367187",TRUE,,"Tanzania, United Republic of - Management& Developmentfor Health"
"Manchester, England Open Data",United Kingdom,United Kingdom,http://open.manchester.gov.uk/homepage/3/open_data_catalogue,,,"53.4667, -2.2333",,,"United Kingdom - Manchester, England Open Data"
Manitoba Geographical Names Program,Canada,Canada,http://gov.mb.ca/conservation/lands_branch/geo_names/,,,"55.0, -97.0",,,Canada - Manitoba Geographical Names Program
Manitoba Land Initiative,Canada,Canada,http://mli2.gov.mb.ca/,,,"55.0, -97.0",,,Canada - Manitoba Land Initiative
Manningham City Council,Manningham City Council,Australia,http://city.manningham.opendata.arcgis.com,,Arcgis OpenData Portal,"-37.7593912421, 145.227727499",,,Australia - Manningham City Council
Manningham City Council Data,Manningham City Council,Australia,http://data.gov.au/organization/manningham-city-council,,Manningham City Council open data,"-37.786713, 145.132316",,,Australia - Manningham City Council Data
Map Supply - Geodatastyrelsens,Denmark,Denmark,http://kortforsyningen.dk,,,"55.72, 12.57",,,Denmark - Map Supply - Geodatastyrelsens
Map Your Taxes - Missouri Accountability Portal,"Office Of Administration, Missouri",United States,http://mapyourtaxes.mo.gov/map/portal/default.aspx,,"The MAP site is presented to the citizens of Missouri as a single point of reference to review how their money is being spent and other pertinent information related to the enforcement of government programs.  As you browse the MAP site you will be able to view information about state agency expenditures, the distribution of economic development tax credits, state employee pay information, and revenues and expenditures related to the American Recovery and Reinvestment Act of 2009. 

The data on the MAP site is updated each business day. New features are added as they become available. Please visit the site frequently for new information.","29.6185669, -95.5377215",,,United States - Map Your Taxes - Missouri Accountability Portal
